KPid,Type,NameFilm,Year,Countries,Genres,ratingKP,ratingImdb,ratingMpaa,ratingAgeLimits,Description,WebUrl,WebUrl2,PosterUrl
520,FILM,Телесеть,1976.0,['США'],['драма'],7.7,8.1,r,age16,"Постоянный «гвоздь программы» новостей телестанции UBS-TV Говард Били погорел: во время прямого эфира у него случился нервный срыв. По иронии, публичное бесчинство подняло его и без того баснословный рейтинг, к неожиданному ликованию боссов UBS.

Как следствие, прославившись «безумным пророком прямого эфира», вскоре он превратился в пешку для безжалостного теленачальства, которое выдаивало из него сумасшедшие выходки при любом удобном случае. Само собой, когда «пророк» стал не впрок, с ним надо было срочно что-то решать, желательно перед камерой, и при полной аудитории.",https://w4.kpfr.wiki/film/520/,https://www.kinopoisk.ru/film/520/,https://kinopoiskapiunofficial.tech/images/posters/kp/520.jpg
521,FILM,"Носферату, симфония ужаса",1922.0,['Германия'],"['фэнтези', 'ужасы']",7.6,7.9,,age18,"Начало XIX века. Молодой служащий Хуттер отправляется из Бремена в карпатские леса в замок зловещего графа Орлока, решившего перебраться в город. Хуттер выясняет, что Орлок — вампир, и от его заражающего укуса парня спасает лишь супруга Элен.",https://w4.kpfr.wiki/film/521/,https://www.kinopoisk.ru/film/521/,https://kinopoiskapiunofficial.tech/images/posters/kp/521.jpg
522,FILM,"Карты, деньги, два ствола",1998.0,"['США', 'Великобритания']","['криминал', 'боевик', 'комедия']",8.6,8.1,r,age18,"Четверо молодых парней накопили каждый по 25 тысяч фунтов, чтобы один из них мог сыграть в карты с опытным шулером и матерым преступником, известным по кличке Гарри-Топор. Парень в итоге проиграл 500 тысяч, на уплату долга ему дали неделю.
В противном случае и ему и его «спонсорам» каждый день будут отрубать по пальцу, а потом... Чтобы выйти из положения, ребята решили ограбить бандитов, решивших ограбить трех «ботаников», выращивающих марихуану для местного наркобарона. Но на этом приключения четверки не заканчиваются...",https://w4.kpfr.wiki/film/522/,https://www.kinopoisk.ru/film/522/,https://kinopoiskapiunofficial.tech/images/posters/kp/522.jpg
523,FILM,Перекресток Миллера,1990.0,['США'],"['триллер', 'драма', 'криминал']",7.6,7.7,r,age16,"Америка тридцатых годов. Время сухого закона. Преступные кланы в любой момент готовы развязать кровавую войну за контроль над поставками нелегального алкоголя. Том Рейган — умный и авторитетный преступник, бывший советник одного из мафиозных боссов. Он своего рода антигерой, абсолютно аморальный, эгоистичный и подлый человек.

Но тем не менее своими незаурядными способностями оставаться живым после самых крутых разборок вызывает искренние симпатии. Он умело балансирует между двумя готовыми в любой момент сорваться бандами, пытаясь удержать их от начала войны. Но долго так продолжаться не может, и у Тома возникают такие проблемы, от решения которых будут зависеть судьбы слишком многих людей…",https://w4.kpfr.wiki/film/523/,https://www.kinopoisk.ru/film/523/,https://kinopoiskapiunofficial.tech/images/posters/kp/523.jpg
524,FILM,Дилижанс,1939.0,['США'],"['драма', 'приключения', 'вестерн']",7.5,7.8,,age12,"Из городка Тонто в Нью-Мехико выезжают на дилижансе несколько человек. Док Бун, пьяница, давно выгнанный из гильдии врачей. Даллас, проститутка, чьи сексуальные приключения так разозлили местных женщин, что те выгнали ее из своего не самого высшего общества. Хэтфилд, шулер, выдающий себя за джентльмена-южанина, у которого свои причины покинуть Тонто.
Он тем не менее делает вид, что вызвался сопроводить беременную Люси к ее мужу, кавалеристу. Хенри Гэйтвуд, помпезный банкир, садится в дилижанс с небольшим саквояжем, который он не выпускает из рук.
Сэмюэл Пикок, торговец виски, везет ящик образцов. Эти шесть человек составляют список пассажиров, а наверху сидит кучер Бак, верзила, ненавидящий индейцев, и крутой, грубый, но честный и простодушный Керли, представитель закона с дробовиком.
Через какое-то время уже в пути к ним присоединяется Ринго Кид, у которого охромела лошадь. Дилижанс тронулся, ждите приключений!",https://w4.kpfr.wiki/film/524/,https://www.kinopoisk.ru/film/524/,https://kinopoiskapiunofficial.tech/images/posters/kp/524.jpg
525,FILM,Генрих V: Битва при Азенкуре,1989.0,['Великобритания'],"['драма', 'биография', 'военный', 'история']",7.1,7.5,pg13,age12,"1415 год. Претендуя на титул короля Франции, молодой английский монарх Генрих V, вторгается на земли, которые он считает своими по праву. Несмотря на крайне тяжелую военную кампанию, английское войско продолжает одерживать победы. Но в местечке Азенкур, ослабленная армия англичан сталкивается с многократно превосходящими силами французов. Несмотря на это, Генрих, король - воин, решает дать бой, который войдет в историю...",https://w4.kpfr.wiki/film/525/,https://www.kinopoisk.ru/film/525/,https://kinopoiskapiunofficial.tech/images/posters/kp/525.jpg
526,FILM,Большой куш,2000.0,"['США', 'Великобритания']","['криминал', 'боевик', 'комедия']",8.6,8.2,r,age18,"Фрэнки Четыре Пальца должен был переправить краденый алмаз из Англии в США своему боссу Эви, но, сделав ставку на подпольный боксерский поединок, он попал в круговорот весьма нежелательных событий. Вокруг него и его груза разворачивается сложная интрига с участием множества колоритных персонажей лондонского дна — русского гангстера, троих незадачливых грабителей, хитрого боксера и угрюмого громилы грозного мафиози. Каждый норовит в одиночку сорвать большой куш.",https://w4.kpfr.wiki/film/526/,https://www.kinopoisk.ru/film/526/,https://kinopoiskapiunofficial.tech/images/posters/kp/526.jpg
527,FILM,День сурка,1993.0,['США'],"['драма', 'мелодрама', 'фэнтези', 'комедия']",8.1,8.0,pg,age12,"Телевизионный комментатор Фил Коннорс каждый год приезжает в маленький городок в штате Пенсильвания на празднование Дня сурка. Но на этот раз веселье рискует зайти слишком далеко. Время сыграло с ним злую шутку: оно взяло да и остановилось.

Теперь на календаре Фила чернеет одна и та же дата - 2 февраля, из которой он никак не может выбраться. Неунывающий ведущий пытается извлечь выгоду из своего комичного положения: впереди у него уйма времени и безмятежное предсказуемое будущее.

Отныне с ним не случится ничего плохого... и ничего хорошего. У Фила осталась одна заветная мечта, простая и незамысловатая - 3 февраля...",https://w4.kpfr.wiki/film/527/,https://www.kinopoisk.ru/film/527/,https://kinopoiskapiunofficial.tech/images/posters/kp/527.jpg
528,FILM,Лора,1944.0,['США'],"['драма', 'детектив', 'фильм-нуар']",7.4,7.9,,,"Полицейскому Марку Макферсону поручают расследование убийства красавицы Лоры Хант. В подозреваемых недостатка нет, и у каждого имеется свой мотив избавиться от Лоры.",https://w4.kpfr.wiki/film/528/,https://www.kinopoisk.ru/film/528/,https://kinopoiskapiunofficial.tech/images/posters/kp/528.jpg
529,FILM,39 ступеней,1935.0,['Великобритания'],"['триллер', 'детектив', 'комедия']",7.4,7.6,,age12,"Ричард знакомится в Лондонском мюзикхолле с Аннабеллой, которая просит укрыть ее от идущих по ее следу убийц. Ричард не воспринимает это всерьез, но разрешает ей переночевать у него. Той же ночью девушка вваливается в его спальню с ножом в спине…

Бегущего в панике Ричарда принимают за убийцу-маньяка и полиция всей Англии начинает охоту. Чтобы доказать свою невиновность, ему придется пройти все круги Ада… ",https://w4.kpfr.wiki/film/529/,https://www.kinopoisk.ru/film/529/,https://kinopoiskapiunofficial.tech/images/posters/kp/529.jpg
530,FILM,Игры разума,2001.0,['США'],"['драма', 'мелодрама', 'биография']",8.5,8.2,pg13,age12,"От всемирной известности до греховных глубин — все это познал на своей шкуре Джон Форбс Нэш-младший. Математический гений, он на заре своей карьеры сделал титаническую работу в области теории игр, которая перевернула этот раздел математики и практически принесла ему международную известность.

Однако буквально в то же время заносчивый и пользующийся успехом у женщин Нэш получает удар судьбы, который переворачивает уже его собственную жизнь.",https://w4.kpfr.wiki/film/530/,https://www.kinopoisk.ru/film/530/,https://kinopoiskapiunofficial.tech/images/posters/kp/530.jpg
531,FILM,Дорога,1954.0,['Италия'],['драма'],8.0,8.0,,age16,"Фильм о нечеловеческой жестокости и человеческом страдании, о непростых отношениях немножко сумасшедшей, немножко святой, взъерошенной, смешной, неуклюжей и нежной Джельсомины и мрачного, массивного, грубого и звероподобного Дзампано - женщины и мужчины, совершенно чуждых друг другу, но волею судеб, неизвестно почему, оказавшихся вместе...",https://w4.kpfr.wiki/film/531/,https://www.kinopoisk.ru/film/531/,https://kinopoiskapiunofficial.tech/images/posters/kp/531.jpg
532,FILM,Наёмный убийца,1989.0,['Гонконг'],"['драма', 'криминал', 'боевик']",7.8,7.8,r,age18,"История о двух мужчинах, которые становятся друзьями, потому что не желают продаваться, не желают вести жизнь, не отвечающую их чувствам и устремлениям. Джеффри - профессиональный убийца, который, выполняя задание, случайно лишает зрения певицу Дженни.

Между слепой певицей и убийцей возникает взаимная привязанность, но самые близкие отношения у Джеффри завязываются с идущим по его следу полицейским инспектором, который признает в наемном убийце родственную душу.

Джеффри хочет оплатить Дженни операцию по восстановлению зрения, но, чтобы добыть деньги, он должен согласиться на совершение еще одного, последнего, как он надеется, задания.",https://w4.kpfr.wiki/film/532/,https://www.kinopoisk.ru/film/532/,https://kinopoiskapiunofficial.tech/images/posters/kp/532.jpg
533,FILM,Неприкасаемые,1987.0,['США'],"['триллер', 'драма', 'криминал', 'боевик']",7.8,7.8,r,age18,"Полиция борется с королем преступного мира, знаменитым гангстером Аль Капоне.",https://w4.kpfr.wiki/film/533/,https://www.kinopoisk.ru/film/533/,https://kinopoiskapiunofficial.tech/images/posters/kp/533.jpg
534,FILM,Кинг Конг,1933.0,['США'],"['приключения', 'ужасы']",7.1,7.9,,age0,"На отдаленном, диком острове научная экспедиция захватывает громадную человекообразную обезьяну и, не мудрствуя лукаво, привозит ее в Нью-Йорк для показа праздной публике.

Кто бы мог подумать, что этот жуткий монстр, способен на такое тонкое чувство, как любовь - эта чертова обезьяна, жить не может без миниатюрной и нежной главной героини...",https://w4.kpfr.wiki/film/534/,https://www.kinopoisk.ru/film/534/,https://kinopoiskapiunofficial.tech/images/posters/kp/534.jpg
535,FILM,8 с половиной,1963.0,"['Франция', 'Италия']","['драма', 'комедия']",8.0,8.0,,age18,"Измотанный режиссёр погружается в водоворот воспоминаний и фантазий, где невозможно отличить вымысел от реальности.",https://w4.kpfr.wiki/film/535/,https://www.kinopoisk.ru/film/535/,https://kinopoiskapiunofficial.tech/images/posters/kp/535.jpg
536,FILM,Фантазия,1940.0,['США'],"['фэнтези', 'музыка', 'мультфильм', 'семейный', 'мюзикл']",7.7,7.7,g,age0,"Необычайный, поражающий воображение мультконцерт, небывалое ранее единение музыки и мультипликации. Дисней и знаменитый дирижер Леопольд Стоковски решили воспроизвести на экране фантазии, возникающие в сознании людей при прослушивании музыкальных шедевров.

Картина состоит из 8 классических композиций, проиллюстрированных сюжетными инсценировками и ритмичными абстракциями, предвосхищающими чудеса компьютерной графики.",https://w4.kpfr.wiki/film/536/,https://www.kinopoisk.ru/film/536/,https://kinopoiskapiunofficial.tech/images/posters/kp/536.jpg
537,FILM,Военно-полевой госпиталь,1969.0,['США'],"['драма', 'комедия', 'военный']",7.3,7.4,r,age16,"Врачи передвижного госпиталя в Корее, чтобы немного скрасить своё безрадостное существование, постоянно шутят и глумятся друг над другом.",https://w4.kpfr.wiki/film/537/,https://www.kinopoisk.ru/film/537/,https://kinopoiskapiunofficial.tech/images/posters/kp/537.jpg
538,FILM,Стальной гигант,1999.0,"['США', 'Дания']","['фантастика', 'приключения', 'боевик', 'комедия', 'мультфильм', 'семейный']",8.1,8.1,pg,age6,"Жители тихого американского городка становятся свидетелями ослепительной вспышки и падения огромного объекта. Спустя несколько дней мальчуган по имени Хогарт Хьюз находит в окрестностях гигантского робота, прилетевшего на Землю из далекой космической галактики.
Несмотря на свой грозный вид, инопланетный гость оказывается добрейшим созданием. Между ним и отважным мальчишкой завязывается настоящая дружба. Но узнавшие о существовании робота правительство и военные решили уничтожить пришельца. Хогарт - единственный, кто может спасти стального гиганта.",https://w4.kpfr.wiki/film/538/,https://www.kinopoisk.ru/film/538/,https://kinopoiskapiunofficial.tech/images/posters/kp/538.jpg
539,FILM,Умница Уилл Хантинг,1997.0,['США'],"['драма', 'мелодрама']",8.1,8.3,r,age18,"Уилл Хантинг - 20-летний вундеркинд из Бостона, который то и дело ввязывается в неприятные истории. И когда полиция арестовывает его за очередную драку, профессор математики берет его под свою опеку, но при одном условии: Уилл должен пройти курс психотерапии. Сеансы «перевоспитания», начавшиеся с недоверия, постепенно перерастают в дружбу между Уиллом и его наставником.",https://w4.kpfr.wiki/film/539/,https://www.kinopoisk.ru/film/539/,https://kinopoiskapiunofficial.tech/images/posters/kp/539.jpg
540,FILM,Красавица и чудовище,1991.0,"['США', 'Япония']","['мелодрама', 'фэнтези', 'мультфильм', 'семейный', 'мюзикл']",8.3,8.0,g,age6,"В заколдованном замке, скрытом в темном лесу, живет ужасное Чудовище. Растопить лед в его сердце и вернуть ему человеческий облик, сняв заклятие, может только прекрасная девушка, которая полюбит его таким, какой он есть.",https://w4.kpfr.wiki/film/540/,https://www.kinopoisk.ru/film/540/,https://kinopoiskapiunofficial.tech/images/posters/kp/540.jpg
541,FILM,Будучи там,1979.0,"['США', 'Германия(ФРГ)']","['драма', 'комедия']",7.7,7.9,pg,age16,"Садовник, вся жизнь которого прошла в уходе за садом и телевизором, оказывается без работы, поскольку его прежний хозяин умер, а новые хозяева выставляют его на улицу. Зная внешний мир только по программам телевидения и общению с чернокожей кухаркой, он, делая первые неуверенные шаги в незнакомом для него мире, тут же попадает под колеса лимузина богатой дамы и оказывается в ее доме, где ему предстоит познакомиться и очаровать ее мужа и начать свое восхождение в мир влиятельных людей...",https://w4.kpfr.wiki/film/541/,https://www.kinopoisk.ru/film/541/,https://kinopoiskapiunofficial.tech/images/posters/kp/541.jpg
542,FILM,Планета обезьян,1967.0,['США'],"['фантастика', 'приключения']",7.7,8.0,g,age12,"В 3978 году космический корабль землян терпит крушение на далекой планете. Выжившие в катастрофе астронавты удивляются, как она похожа на их дом. Вскоре они узнают, что планета населена разумными обезьянами и деградировавшими до животного состояния людьми.",https://w4.kpfr.wiki/film/542/,https://www.kinopoisk.ru/film/542/,https://kinopoiskapiunofficial.tech/images/posters/kp/542.jpg
543,FILM,Клерки,1994.0,['США'],['комедия'],7.7,7.7,nc17,age18,"Один день из жизни Данте и Рэндала — приятелей, которые работают в небольшом продуктовом магазине и пункте видеопроката в захудалом районе Нью-Джерси.",https://w4.kpfr.wiki/film/543/,https://www.kinopoisk.ru/film/543/,https://kinopoiskapiunofficial.tech/images/posters/kp/543.jpg
544,FILM,Инопланетянин,1982.0,['США'],"['драма', 'фантастика', 'семейный']",7.8,7.9,pg,age18,"Инопланетянин прилетает на землю в составе научно-исследовательской группы с мирными намерениями. Специалисты из NASA замечают приближение летающей тарелки и решают, что обязаны отловить хотя бы одну из инопланетных тварей. Несчастные существа улетают так спешно, что забывают захватить одного из коллег.",https://w4.kpfr.wiki/film/544/,https://www.kinopoisk.ru/film/544/,https://kinopoiskapiunofficial.tech/images/posters/kp/544.jpg
545,FILM,Рио Браво,1958.0,['США'],"['драма', 'вестерн']",7.5,8.0,,age12,"Шериф маленького городка Рио Браво Джон Ченс арестовывает убийцу. Брат арестованного, известный бандит, собирает самых отчаянных головорезов со всей округи для его освобождения.
Город наводнен преступниками, но Ченс принимает вызов. На помощь к шерифу приходят лишь пьяница, певица и молодой, но быстрый стрелок. Горстка смельчаков стоит за правое дело...",https://w4.kpfr.wiki/film/545/,https://www.kinopoisk.ru/film/545/,https://kinopoiskapiunofficial.tech/images/posters/kp/545.jpg
546,FILM,"О, где же ты, брат?",2000.0,"['США', 'Франция', 'Великобритания']","['криминал', 'приключения', 'комедия', 'музыка']",7.4,7.7,pg13,age12,"У мошенника Эверетта МакГилла на воле срочное дело, но как убежать из тюрьмы, если ты скован одной цепью с двумя заключенными? МакГилл рассказывает своим сокамерникам историю о припрятанном миллионе долларов и о том, что скоро все это богатство окажется под водой.

Он обещает разделить награбленное на троих, и его тюремные братья соглашаются отправиться на спасение денежек. Но о том, ради чего на самом деле затеяна вся эта одиссея, знает только Эверетт.",https://w4.kpfr.wiki/film/546/,https://www.kinopoisk.ru/film/546/,https://kinopoiskapiunofficial.tech/images/posters/kp/546.jpg
547,FILM,Полуночная жара,1967.0,['США'],"['драма', 'криминал', 'детектив']",7.6,7.9,,age16,"В Америке 60-х годов, когда расовые предрассудки еще были сильны, белый шериф из провинциального городка вынужден объединить усилия с темнокожим детективом из Филадельфии для расследования жестокого убийства.

Их взаимная неприязнь на расовой почве подкрепляется абсолютным несходством характеров и различными методами ведения следствия. Таким образом, расследование преступления превращается в личную разборку между крутыми полицейскими. Но чтобы выйти на след таинственного убийцы им нужно научиться работать вместе.",https://w4.kpfr.wiki/film/547/,https://www.kinopoisk.ru/film/547/,https://kinopoiskapiunofficial.tech/images/posters/kp/547.jpg
548,FILM,Проклятый путь,2002.0,['США'],"['триллер', 'драма', 'криминал']",7.6,7.7,r,age18,"Внешне вполне среднестатистический американец Майкл Салливан живёт жизнью нормального гражданина 30-х годов XX века. Он хороший отец, крепкий семьянин, ответственный работник; но одно не дает покоя его старшему сыну Майклу — куда именно отец уезжает на своей машине каждое утро и что за люди окружают его — в костюмах идеального покроя, но со странной хитрецой в глазах? Однажды Майкл забирается на заднее сиденье машины отца и становится свидетелем его работы. Проблема в том, что Майкл Салливан — самый настоящий гангстер, выполняющий деликатные поручения, где нет места лишним свидетелям. Из-за этого жизнь его сына оказывается под угрозой. Чтобы спасти его, Майкл вынужден пойти против боссов мафии.",https://w4.kpfr.wiki/film/548/,https://www.kinopoisk.ru/film/548/,https://kinopoiskapiunofficial.tech/images/posters/kp/548.jpg
549,FILM,Тихий человек,1952.0,"['США', 'Ирландия']","['драма', 'мелодрама', 'комедия']",6.8,7.7,,age12,"Американский боксер Шон Торнтон возвращается к себе на родину в Ирландию, где влюбляется в чудесную девушку Мэри Кэт. Она - его идеал, такое светлое чувство он испытал впервые.

Однако он подзабыл, что за народ живет в его родных краях. Ему приходится иметь дело с местными традициями и обычаями (включая выплату «калыма»).

Да и тупоголовый упрямый братец юной феи далеко не подарок, он ведь главный забияка и драчун в городке. Но храброму Шону все нипочем - ведь он влюблен, решителен и смел, крепкий парень и может постоять за себя, боксерская школа не забыта.",https://w4.kpfr.wiki/film/549/,https://www.kinopoisk.ru/film/549/,https://kinopoiskapiunofficial.tech/images/posters/kp/549.jpg
550,FILM,Избавление,1972.0,['США'],"['триллер', 'драма', 'приключения']",7.2,7.7,r,age12,"Четверо отправляются в путешествие в дикую и пустынную местность в Аппалачах. Они спускаются вниз по реке на двух лодках. В их намерения входит просто отдохнуть, развеяться и посмотреть живописные места...

Они не знали, что попадут в засаду к малограмотным местным горцам, головорезам и садистам. Злодеи «рады» туристам из города, им не терпится по-своему развлечься с вновь прибывшими. Для четверых путников наступает решительный момент...",https://w4.kpfr.wiki/film/550/,https://www.kinopoisk.ru/film/550/,https://kinopoiskapiunofficial.tech/images/posters/kp/550.jpg
551,FILM,Белоснежка и семь гномов,1937.0,['США'],"['мелодрама', 'приключения', 'фэнтези', 'мультфильм', 'семейный', 'мюзикл']",7.9,7.6,g,age0,"Принцесса Белоснежка в раннем детстве потеряла мать, а её отец-король женился вновь. Тщеславная и злобная Королева, завидуя красоте юной падчерицы, вынуждает девочку ходить в лохмотьях и делать чёрную работу, помыкает ею как служанкой. Узнав от волшебного зеркальца, что Белоснежка стала самой прекрасной девушкой на свете, завистница решила погубить прелестную падчерицу. Но бедная девушка не погибла в лесу, а наоборот, встретила там настоящих друзей — забавных семерых гномов: Профессора, Ворчуна, Весельчака, Скромника, Чихоню, Соню и Молчуна.",https://w4.kpfr.wiki/film/551/,https://www.kinopoisk.ru/film/551/,https://kinopoiskapiunofficial.tech/images/posters/kp/551.jpg
552,FILM,Близкие контакты третьей степени,1977.0,"['США', 'Великобритания']","['драма', 'фантастика', 'приключения', 'комедия']",7.2,7.6,pg,age12,"Сбои в подаче электроэнергии, возвращение из ниоткуда самолетов, исчезнувших в 1945 году, обескураживают ученых. Наименее скептичные люди науки расценивают эти явления, как прямое доказательство существования разумной инопланетной формы жизни. Выехавший на повреждение электрик Рой Нери встретился с настоящим НЛО: автомобиль, в котором ехал Рой, попал под мощный пучок света, затем над шоссе пронеслись 4 светящихся шара и пропали за горизонтом. После контакта с внеземной цивилизацией Рой оказывается во власти странных видений, и это происходит не только с ним.",https://w4.kpfr.wiki/film/552/,https://www.kinopoisk.ru/film/552/,https://kinopoiskapiunofficial.tech/images/posters/kp/552.jpg
553,FILM,Тонкий человек,1934.0,['США'],"['криминал', 'мелодрама', 'детектив', 'комедия']",7.1,7.9,,age12,"В канун Рождества убита секретарша богатого изобретателя Ваната. Все подозрения падают на него потому, что полиция не может найти профессора в городе.",https://w4.kpfr.wiki/film/553/,https://www.kinopoisk.ru/film/553/,https://kinopoiskapiunofficial.tech/images/posters/kp/553.jpg
554,FILM,"Человек, которого не было",2001.0,"['США', 'Великобритания']","['драма', 'криминал']",7.6,7.5,r,age16,"1949 год, Санта-Роза, Калифорния. Молчаливый парикмахер Эд Крэйн неторопливо стрижёт клиентов в своём салоне, в то время как его жена крутит шашни со своим боссом, галантерейщиком Большим Дэйвом, который недавно скопил деньги на новый магазин.
Внезапно Эду выпадает возможность разбогатеть на зарождающемся бизнесе химической чистки одежды. Чтобы обзавестись капиталом, он шантажирует Большого Дэйва, понимая, что успеха в жизни он может добиться, лишь пойдя на крайние меры.",https://w4.kpfr.wiki/film/554/,https://www.kinopoisk.ru/film/554/,https://kinopoiskapiunofficial.tech/images/posters/kp/554.jpg
555,FILM,Большой Лебовски,1998.0,"['США', 'Великобритания']","['криминал', 'комедия']",7.8,8.1,r,age18,"Лос-Анджелес, 1991 год, война в Персидском заливе. Главный герой по прозвищу Чувак считает себя совершенно счастливым человеком. Его жизнь составляют игра в боулинг и выпивка. Но внезапно его счастье нарушается, гангстеры по ошибке принимают его за миллионера-однофамильца, требуют деньги, о которых он ничего не подозревает, и, ко всему прочему, похищают жену миллионера, будучи уверенными, что «муж» выплатит за нее любую сумму.",https://w4.kpfr.wiki/film/555/,https://www.kinopoisk.ru/film/555/,https://kinopoiskapiunofficial.tech/images/posters/kp/555.jpg
556,FILM,Красная река,1947.0,['США'],"['драма', 'вестерн']",7.3,7.8,,age0,"На Запад идет большой караван. Тяжелые, медленные повозки тащат измотанные лошади и скорость этого усталого, еле-еле передвигающегося «организма» настолько мала, что это уже даже представляет опасность, так как на такой караван легче всего напасть и разграбить.

И тогда самый отчаянный и пассионарный малый по имени Том Дансон решает наплевать на все, в том числе и на свою возлюбленную Фен, и податься на Юг. Туда, где настоящего ковбоя манит сказочно богатая и многообещающая Красная Река. Как только они перевалили через небольшой холм, то услышали сзади звуки выстрелов и увидели мощные клубы черного дыма.",https://w4.kpfr.wiki/film/556/,https://www.kinopoisk.ru/film/556/,https://kinopoiskapiunofficial.tech/images/posters/kp/556.jpg
557,FILM,Призрачный мир,2001.0,"['США', 'Великобритания', 'Германия']","['драма', 'комедия']",7.1,7.3,r,age16,"Подруги Энид и Ребекка, закончив школу, решили не идти в колледж, а отдохнуть от учёбы. Однажды девицы решают разыграть одинокого неудачника Сеймура, торгующего старыми виниловыми пластинками. Однако со временем Энид начинает необъяснимым образом тянуть к этому одинокому и застенчивому человеку. Сближаясь с ним, она отдаляется от Ребекки.",https://w4.kpfr.wiki/film/557/,https://www.kinopoisk.ru/film/557/,https://kinopoiskapiunofficial.tech/images/posters/kp/557.jpg
558,FILM,Мулен Руж,2001.0,"['США', 'Австралия']","['драма', 'мелодрама', 'мюзикл']",7.9,7.6,pg13,age18,"Париж, 1899 год. Знаменитый ночной клуб «Мулен Руж» — это не только дискотека и шикарный бордель, но и место, где, повинуясь неудержимому желанию прочувствовать атмосферу праздника, собираются страждущие приобщиться к красоте, свободе, любви и готовые платить за это наличными.

За любовь самой известной куртизанки Парижа, блистательной Сатин, борются двое мужчин, один из которых — бедный писатель Кристиан, с головой окунувшийся в сумасшедший мир ночных развлечений, второй — богатый герцог, готовый купить весь «Мулен Руж», лишь бы Сатин провела с ним ночь.",https://w4.kpfr.wiki/film/558/,https://www.kinopoisk.ru/film/558/,https://kinopoiskapiunofficial.tech/images/posters/kp/558.jpg
559,FILM,Птицы,1963.0,['США'],"['драма', 'мелодрама', 'детектив', 'ужасы']",7.5,7.6,pg13,age12,"Классический фильм А.Хичкока, в котором ужасающая картина нападения птиц на американский поселок переплетается с историей любовных взаимоотношений молодой женщины с понравившимся ей мужчиной.",https://w4.kpfr.wiki/film/559/,https://www.kinopoisk.ru/film/559/,https://kinopoiskapiunofficial.tech/images/posters/kp/559.jpg
560,FILM,Жан де Флоретт,1986.0,"['Швейцария', 'Франция', 'Италия']","['драма', 'вестерн']",7.9,8.1,pg,,"Вернувшись с военной службы, молодой Юголен решил выращивать цветы, но гвоздикам нужна вода. Богатый дядюшка готов помочь племяннику в надежде, что тот продолжит его род. Он решил прикупить поле с родником у соседа-врага.",https://w4.kpfr.wiki/film/560/,https://www.kinopoisk.ru/film/560/,https://kinopoiskapiunofficial.tech/images/posters/kp/560.jpg
561,FILM,Славное будущее,1997.0,['Канада'],['драма'],7.0,7.4,r,age18,"После трагической аварии школьного автобуса в городок приезжает адвокат Митчелл Стивенс. Он встречается с пострадавшими семьями, намереваясь предъявить от их имени иск к компании.
Однако, в результате выясняются определенные обстоятельства, заставившие Митчелла иначе оценить случившееся.",https://w4.kpfr.wiki/film/561/,https://www.kinopoisk.ru/film/561/,https://kinopoiskapiunofficial.tech/images/posters/kp/561.jpg
562,FILM,"Человек, который хотел быть королем",1975.0,"['США', 'Великобритания']","['приключения', 'боевик']",7.8,7.8,pg,,"Воспользовавшись наивностью и необразованностью населения Кафиристана, британские солдаты Дэниел и Пичи предоставляют местным жителям доказательства своего божественного происхождения и достигают вершин власти.",https://w4.kpfr.wiki/film/562/,https://www.kinopoisk.ru/film/562/,https://kinopoiskapiunofficial.tech/images/posters/kp/562.jpg
563,FILM,Отныне и во веки веков,1953.0,['США'],"['драма', 'мелодрама', 'военный']",7.2,7.6,,age0,"Роберт Ли Пруит после несчастного случая переведен в другую часть. Способный боксер, он отказывается выступать на ринге, ибо во время тренировочного боя нанес своему другу травму, в результате чего тот ослеп.
Однако для армейского начальства спорт - неплохой инструмент карьеры, и нежелание рядового Пруита выходить на ринг рассматривается как нечто очень близкое к измене. Именно этот отказ делает Пруита в глазах начальства, и в первую очередь капитана Хомса, подрывным элементом. Среди большого количества весьма колоритных представителей гарнизона выделяются, рядовой Анджело Маджио, который попадает в военную тюрьму, славящуюся своей непримиримостью к смутьянам.
Сержант Милтон Уорден, напротив, ненавидя офицерство и как институт и как сумму конкретных лиц, сопротивляется по-своему - безукоризненным знанием своих обязанностей и высоким профессионализмом, делающим его просто незаменимым в роте. Впрочем, его месть начальству принимает и вполне конкретные формы - он заводит роман с женой своего ротного командира Карен Хомс, которая не испытывает к своему мужу ничего, кроме презрения.
Однако ни Милтон, ни Карен не питают иллюзий насчет долговечности своего романа, который тем не менее грозит перерасти рамки обычной интрижки и превратиться в большую, всепоглощающую любовь...
Пройдет всего несколько дней и наступает седьмое декабря 1941 года, когда японские ВВС нанесут массированный удар по американской военной базе Перл-Харбор на Гавайях и по судьбам героев этого фильма.",https://w4.kpfr.wiki/film/563/,https://www.kinopoisk.ru/film/563/,https://kinopoiskapiunofficial.tech/images/posters/kp/563.jpg
