KPid,Type,NameFilm,Year,Countries,Genres,ratingKP,ratingImdb,ratingMpaa,ratingAgeLimits,Description,WebUrl,WebUrl2,PosterUrl
298,FILM,Люди Икс 2,2003.0,"['США', 'Канада']","['триллер', 'фантастика', 'боевик']",7.6,7.4,pg13,age12,"Мутанты продолжают борьбу против общества, которое страшит их, и которому они не доверяют. Их положение становится еще более отчаянным, когда они подвергаются мощной атаке неизвестного противника, обладающего экстраординарными способностями. 

Внезапное нападение снова становится причиной политического и общественного резонанса по поводу введения повсеместной регистрации мутантов и причиной образования движения против мутантов, возглавляемого Уильямом Страйкером, бывшим военным, который, по слухам, проводил опыты над мутантами.",https://w4.kpfr.wiki/film/298/,https://www.kinopoisk.ru/film/298/,https://kinopoiskapiunofficial.tech/images/posters/kp/298.jpg
299,FILM,Матрица: Перезагрузка,2003.0,['США'],"['фантастика', 'боевик']",7.7,7.2,r,age18,"Борцы за свободу Нео, Тринити и Морфеус продолжают руководить восстанием людей против армии машин. Они вынуждены использовать не только арсенал превосходного оружия, но и свои выдающиеся навыки. Участие в миссии по спасению человеческой расы от истребления приносит им более глубокое понимание Матрицы и осознание центральной роли Нео в судьбе человечества.",https://w4.kpfr.wiki/film/299/,https://www.kinopoisk.ru/film/299/,https://kinopoiskapiunofficial.tech/images/posters/kp/299.jpg
300,FILM,Лиззи Магуайр,2003.0,['США'],"['мелодрама', 'приключения', 'комедия', 'музыка', 'семейный']",6.3,5.5,pg,age12,"Тринадцатилетняя школьница Лиззи Магуайер и ее приятели Гордо, Кейт и Эсан собираются оттянуться по полной программе во время их поездки с классом в Италию.

Но там случается весьма неожиданное происшествие: девочку ошибочно принимают за итальянскую поп-звезду Изабеллу, да к тому же девушка влюбляется в бывшего дружка Изабеллы Паоло. Когда родители Лизи обо всем узнают, они вместе с ее братом Мэттом срочно вылетают в Италию.

Но Лиззи уже не та закомплексованная девочка-подросток, кем была раньше, она до такой степени вжилась в роль певицы, что и на самом деле стала самой настоящей звездой.",https://w4.kpfr.wiki/film/300/,https://www.kinopoisk.ru/film/300/,https://kinopoiskapiunofficial.tech/images/posters/kp/300.jpg
301,FILM,Матрица,1999.0,"['США', 'Австралия']","['фантастика', 'боевик']",8.5,8.7,r,age18,"Жизнь Томаса Андерсона разделена на две части: днём он — самый обычный офисный работник, получающий нагоняи от начальства, а ночью превращается в хакера по имени Нео, и нет места в сети, куда он бы не смог проникнуть. Но однажды всё меняется. Томас узнаёт ужасающую правду о реальности.",https://w4.kpfr.wiki/film/301/,https://www.kinopoisk.ru/film/301/,https://kinopoiskapiunofficial.tech/images/posters/kp/301.jpg
302,FILM,Клад,2003.0,['США'],"['драма', 'детектив', 'приключения', 'комедия', 'семейный']",7.2,7.0,pg,age12,"Стэнли арестован по ложному обвинению в краже кроссовок и отправлен в трудовой лагерь, расположенный в техасской пустыне. Воспитатели «закаляют характер» подростков странным наказанием. Ребята копают ямы в иссушенной земле, но не знают, что их на самом деле используют для раскопок таинственного клада. Однако Стэнли удается раскрыть загадочную связь между сокровищами и проклятием, тяготеющим долгие годы над его семьей…",https://w4.kpfr.wiki/film/302/,https://www.kinopoisk.ru/film/302/,https://kinopoiskapiunofficial.tech/images/posters/kp/302.jpg
303,FILM,Управление гневом,2003.0,['США'],"['мелодрама', 'комедия']",7.1,6.2,r,age18,"Скромному клерку отчаянно не везет. Парня по обвинению в нападении на бортпроводницу приговаривают к лечению у психиатра. Но верно говорят, что большинство психиатров сами немного безумны. Или сильно не в себе...",https://w4.kpfr.wiki/film/303/,https://www.kinopoisk.ru/film/303/,https://kinopoiskapiunofficial.tech/images/posters/kp/303.jpg
304,FILM,Афера,2003.0,"['США', 'Германия', 'Канада']","['триллер', 'криминал']",7.0,6.6,r,age18,"Джейк Вига – хитроумный и обаятельный мошенник. Последняя афера Джейка привела к тому, что его дорожки пересеклись с мафией – при помощи своей команды он лишил нескольких тысяч долларов Лайонела Долби, – счетовода эксцентричного мафиозного босса Уинстона Кинга по прозвищу «Король».

Мафия шутить не любит, а любит выбивать долги из тех, кто пытается ее надуть. Чтобы сохранить жизнь и расквитаться с долгами, Джейку приходится устроить новую, еще более изощренную аферу – сложнейшую схему, в которой требуется «творческий подход к бухгалтерии».

Неожиданные помехи появляются одна за другой: палки в колеса Джейку вставляют его старый враг, агент ФБР Гюнтер Бутан, Трэвис, правая рука «Короля» и хитроумная карманщица Лили на которую Джейк успел положить глаз...",https://w4.kpfr.wiki/film/304/,https://www.kinopoisk.ru/film/304/,https://kinopoiskapiunofficial.tech/images/posters/kp/304.jpg
305,FILM,Телефонная будка,2002.0,['США'],"['триллер', 'криминал']",7.6,7.1,r,age18,"Один телефонный звонок может изменить всю жизнь человека или даже оборвать ее. Герой фильма Стью Шеферд становится пленником телефонной будки.

Что вы сделаете, если услышите, как в телефонной будке зазвонил телефон? Скорее всего, инстинктивно поднимете трубку, хотя прекрасно знаете, что кто-то просто ошибся номером. Вот и Стью кажется, что на звонок надо обязательно ответить, а в результате он оказывается втянутым в чудовищную игру. «Только положи трубку, и ты – труп», – говорит ему невидимый собеседник.",https://w4.kpfr.wiki/film/305/,https://www.kinopoisk.ru/film/305/,https://kinopoiskapiunofficial.tech/images/posters/kp/305.jpg
306,FILM,Рекрут,2003.0,"['США', 'Швейцария']","['триллер', 'боевик']",7.3,6.6,pg13,age18,"Джеймс Клэйтон - студент и опытный хакер. Он привлекает внимание спецслужб, и его вербуют в ЦРУ, упоминая таинственное исчезновение его отца в 90-х. Джеймс обучается у Уолтера Бёрка. Он отлично сдает все тесты, кроме последнего. Так он становится агентом без прикрытия и получает задание: найти «крота», который похищает опасный вирус из Лэнгли.",https://w4.kpfr.wiki/film/306/,https://www.kinopoisk.ru/film/306/,https://kinopoiskapiunofficial.tech/images/posters/kp/306.jpg
307,FILM,Разыскиваются в Малибу,2003.0,['США'],"['криминал', 'комедия']",5.7,5.2,pg13,age12,"Не стоит ненавидеть его за то, кем он является. Или кем он не является. Все, чем хочет заниматься Брэд - или Би-рэд - разъезжать со своими дружками по Малибу и вести себя, как самый крутой черный рэппер в округе.

Но все вокруг знают, что паренек, лихо читающий рэп, родом из респектабельного квартала Малибу. И отец Брэда, Билл Глакман, кандидат в губернаторы, серьезно боится, что увлечение Би-рэда «черной» культурой может разнести в пух и прах его предвыборную кампанию.",https://w4.kpfr.wiki/film/307/,https://www.kinopoisk.ru/film/307/,https://kinopoiskapiunofficial.tech/images/posters/kp/307.jpg
308,FILM,Тупой и еще тупее тупого: Когда Гарри встретил Ллойда,2003.0,['США'],['комедия'],4.3,3.4,pg13,age16,"Как же встретились два героя-недоумка Гарри и Ллойд, известные по фильму «Тупой и еще тупее»? Оба несколько лет не ходили в школу, а учились на дому. Пришло время отправляться в школу, и прямо на улице Гарри и Ллойд столкнулись лбами...

А в это время школьный директор Коллинз и мисс Хеллер, буфетчица-официантка школьной столовой, задумали провернуть аферу - получить благотворительную премию в сто тысяч долларов за организацию класса для умственно отсталых. Злоумышленники решили создать липовый класс. Два кандидата в спецкласс нашлись сразу - Гарри и Ллойд, а они разыскали остальных...",https://w4.kpfr.wiki/film/308/,https://www.kinopoisk.ru/film/308/,https://kinopoiskapiunofficial.tech/images/posters/kp/308.jpg
309,FILM,Эквилибриум,2002.0,['США'],"['триллер', 'драма', 'фантастика', 'боевик']",7.9,7.3,r,age18,"В будущем люди лишены возможности выражать эмоции. Это цена, которую человечество платит за устранение из своей жизни войны. Теперь книги, искусство и музыка находятся вне закона, а любое чувство — преступление, наказуемое смертью.

Для приведения в жизнь существующего правила используется принудительное применение лекарства прозиум. Правительственный агент Джон Престон борется с теми, кто нарушает правила. В один прекрасный момент он забывает принять очередную дозу лекарства, и с ним происходит духовное преображение, что приводит его к конфликту не только с режимом, но и с самим собой.",https://w4.kpfr.wiki/film/309/,https://www.kinopoisk.ru/film/309/,https://kinopoiskapiunofficial.tech/images/posters/kp/309.jpg
310,FILM,Дежурный папа,2003.0,['США'],"['комедия', 'семейный']",6.8,5.6,pg,age6,"Чарли и Фила увольняют с работы в крупной корпорации. Теперь им самим придётся сидеть со своими сыновьями, так как оплачивать счета дорогостоящего детского центра уже не на что. Промучившись пару недель со своими отпрысками, папаши так увлекаются этим делом, что решают поставить дело на деловые рельсы и открывают новый центр дневного пребывания для детей. 

Чарли и Филл находят всё новые и новые нетрадиционные и забавные способы воспитательного воздействия на малышей, и центр «Дежурный папа» становится всё более популярным. Почувствовав жёсткое соперничество со стороны усатых няней, директриса дорогого детского центра решает выжить конкурентов-новичков из бизнеса.",https://w4.kpfr.wiki/film/310/,https://www.kinopoisk.ru/film/310/,https://kinopoiskapiunofficial.tech/images/posters/kp/310.jpg
311,FILM,Пуленепробиваемый,2003.0,"['США', 'Канада']","['боевик', 'фэнтези', 'комедия']",6.7,5.5,pg13,age12,"Монах-мастер боевых искусств охраняет древний свиток — артефакт, содержащий ключ к безграничной власти. Монаху нужно найти следующего хранителя, и поиски приводят его в Америку. Согласно древнему пророчеству и к изумлению Монаха его преемником оказывается обаятельный хулиган по имени Кар. Пока Монах обучает Кара, обоим приходится защищать свиток от одержимого жаждой власти человека, который гоняется за ним 60 лет.",https://w4.kpfr.wiki/film/311/,https://www.kinopoisk.ru/film/311/,https://kinopoiskapiunofficial.tech/images/posters/kp/311.jpg
312,FILM,Властелин колец: Две крепости,2002.0,"['США', 'НоваяЗеландия']","['драма', 'приключения', 'боевик', 'фэнтези']",8.6,8.8,pg13,age12,"Братство распалось, но Кольцо Всевластья должно быть уничтожено. Фродо и Сэм вынуждены довериться Голлуму, который взялся провести их к вратам Мордора. Громадная армия Сарумана приближается: члены братства и их союзники готовы принять бой. Битва за Средиземье продолжается.",https://w4.kpfr.wiki/film/312/,https://www.kinopoisk.ru/film/312/,https://kinopoiskapiunofficial.tech/images/posters/kp/312.jpg
313,FILM,"Играй, как Бекхэм",2002.0,"['США', 'Великобритания', 'Германия']","['драма', 'мелодрама', 'комедия', 'спорт']",6.7,6.7,pg13,age18,"Джесс только 18, но она твердо знает, что сделает ее счастливой: футбольная карьера, такая же, как у знаменитого игрока «Манчестер Юнайтед» Дэвида Бекхема. Пока она гоняет мяч в лондонском парке, доказывая соседским мальчишкам, что девушки играют в футбол не хуже, ее родители и многочисленные родственники, как и положено традиционной индийской семье, подыскивают для нее достойного мужа и строят планы о ее будущей карьере юриста.

Однажды, во время очередной разминки, Джесс знакомится с Джулз и та приглашает ее на тренировку в женскую футбольную секцию. С замиранием сердца она следует за своей новой приятельницей, и мечта становится реальностью: Джесс принимают в настоящую футбольную команду. В довершение ко всему она влюбляется в своего тренера Джо.

Понимая, что семья никогда не примирится с ее выбором, Джесс наслаждается своим кратковременным счастьем и готовится отстаивать свои права до конца...",https://w4.kpfr.wiki/film/313/,https://www.kinopoisk.ru/film/313/,https://kinopoiskapiunofficial.tech/images/posters/kp/313.jpg
314,FILM,Цыпочка,2002.0,['США'],"['фэнтези', 'комедия']",6.9,5.6,pg13,age18,"Популярная, но неприятная в общении старшеклассница Джессика однажды утром просыпается в теле 30-летнего мужчины с не самой привлекательной внешностью. Девушка отправляется на поиски своего тела, и это приключение помогает ей увидеть себя со стороны и понять, насколько поверхностной и недалёкой она была.",https://w4.kpfr.wiki/film/314/,https://www.kinopoisk.ru/film/314/,https://kinopoiskapiunofficial.tech/images/posters/kp/314.jpg
316,FILM,Матрица: Революция,2003.0,"['США', 'Австралия']","['фантастика', 'боевик']",7.6,6.7,r,age18,"Пока армия машин пытается уничтожить Зион, его жители из последних сил держат оборону.",https://w4.kpfr.wiki/film/316/,https://www.kinopoisk.ru/film/316/,https://kinopoiskapiunofficial.tech/images/posters/kp/316.jpg
317,FILM,Любовь с уведомлением,2002.0,"['США', 'Австралия']","['мелодрама', 'комедия']",7.1,6.1,pg13,age16,"Джордж Уэйд и шага не может сделать без Люси Келсон, работающей главным консультантом в его корпорации. Однако обращается он с ней скорее как с няней, а не как с блестящим юристом, окончившим Гарвард. По прошествии года все это надоедает Люси, и она решает уволиться. Джордж соглашается ее отпустить, но с одним условием — она должна найти себе достойную замену...",https://w4.kpfr.wiki/film/317/,https://www.kinopoisk.ru/film/317/,https://kinopoiskapiunofficial.tech/images/posters/kp/317.jpg
318,FILM,Ограбление по-итальянски,2003.0,"['США', 'Франция', 'Великобритания', 'Германия', 'Италия']","['триллер', 'криминал', 'боевик']",7.6,7.0,pg13,age12,"Джон Бриджер всегда умел спланировать идеальное ограбление. Вместе со своей командой опытных бандитов он провернул не одно дело, но теперь решил уйти на покой. Впереди у Бриджера последнее задание: кража золотых слитков, в которой принимают участие инсайдер Стив, водитель Роб, взрыватель Левое ухо, технарь Лайл и Чарли - верный друг Бриджера и второй «планировщик» в их команде. Ограбление, изящное и быстрое, было разыграно как по нотам, но после его завершения веселье преступников было омрачено предательством...",https://w4.kpfr.wiki/film/318/,https://www.kinopoisk.ru/film/318/,https://kinopoiskapiunofficial.tech/images/posters/kp/318.jpg
319,FILM,Терминатор 3: Восстание машин,2003.0,"['США', 'Великобритания', 'Германия']","['фантастика', 'боевик']",6.8,6.3,r,age18,"Прошло десять лет с тех пор, как Джон Коннор помог предотвратить Судный День и спасти человечество от массового уничтожения. Теперь ему 25, Коннор не живет «как все» - у него нет дома, нет кредитных карт, нет сотового телефона и никакой работы.

Его существование нигде не зарегистрировано. Он не может быть прослежен системой Skynet - высокоразвитой сетью машин, которые когда-то попробовали убить его и развязать войну против человечества. Пока из теней будущего не появляется T-X - Терминатрикс, самый сложный киборг-убийца Skynet.

Посланная назад сквозь время, чтобы завершить работу, начатую её предшественником, T-1000, эта машина так же упорна, как прекрасен её человеческий облик. Теперь единственная надежда Коннору выжить - Терминатор, его таинственный прежний убийца. Вместе они должны одержать победу над новыми технологиями T-X и снова предотвратить Судный День...",https://w4.kpfr.wiki/film/319/,https://www.kinopoisk.ru/film/319/,https://kinopoiskapiunofficial.tech/images/posters/kp/319.jpg
320,FILM,25-й час,2002.0,['США'],['драма'],7.5,7.6,r,age18,"В фильме описывается последний день свободной жизни молодого бруклинца Монти Брогана (Эдвард Нортон), осужденного на семь лет тюрьмы за торговлю наркотиками. Оставшиеся 24 часа он проводит в компании своих родных, друзей, деловых партнеров и любимой девушки Натурель.

Монти, мечтавший в свое время стать пожарным, но в итоге ступивший на роковую стезю наркодилера, прощается с прошлым и пытается переосмыслить свою жизнь...",https://w4.kpfr.wiki/film/320/,https://www.kinopoisk.ru/film/320/,https://kinopoiskapiunofficial.tech/images/posters/kp/320.jpg
321,FILM,Звездный путь: Возмездие,2002.0,['США'],"['триллер', 'фантастика', 'приключения', 'боевик']",6.7,6.4,pg13,age12,"После свадьбы командира Уильяма Райкера и советника Дианы Трой экипаж корабля «Энтерпрайз» обнаруживает позитронный сигнал на одной из планет около нейтральной зоны, где они находят B-4 — менее совершенный, чем Дейта, прототип андроида, созданного доктором Сунгом.

Эта загадка остается неразгаданной, так как в то же время адмирал Джейнвей приказывает «Энтерпрайзу» отправиться к Ромулу, где сенат был свергнут в результате государственного переворота Шинзоном и его последователями. По прибытии на Ромул «Энтерпрайз» обнаруживает не только самый мощный из всех встреченных ими кораблей, но и страшную тайну, касающуюся нового лидера Ромуланской империи, который планирует использовать смертельное оружие для уничтожения всего живого на главной планете Федерации — Земле.",https://w4.kpfr.wiki/film/321/,https://www.kinopoisk.ru/film/321/,https://kinopoiskapiunofficial.tech/images/posters/kp/321.jpg
322,FILM,Гарри Поттер и узник Азкабана,2004.0,"['США', 'Великобритания']","['приключения', 'фэнтези', 'семейный']",8.2,7.9,pg,age12,"Гарри, Рон и Гермиона возвращаются на третий курс школы чародейства и волшебства Хогвартс. На этот раз они должны раскрыть тайну узника, сбежавшего из тюрьмы Азкабан, чье пребывание на воле создает для Гарри смертельную опасность.",https://w4.kpfr.wiki/film/322/,https://www.kinopoisk.ru/film/322/,https://kinopoiskapiunofficial.tech/images/posters/kp/322.jpg
323,FILM,Двойной форсаж,2003.0,"['США', 'Германия']","['триллер', 'криминал', 'боевик']",7.2,5.9,pg13,age12,"Бывший полицейский Брайан О`Коннер с напарником Романом Пирсом собирается перевезти крупную сумму грязных денег известного мафиози Картера Верона. Но на самом деле эта работа является только прикрытием для Брайана, который вместе с тайным агентом Моникой Фуэнтес должен уличить изворотливого преступника.",https://w4.kpfr.wiki/film/323/,https://www.kinopoisk.ru/film/323/,https://kinopoiskapiunofficial.tech/images/posters/kp/323.jpg
324,FILM,"Поймай меня, если сможешь",2002.0,"['США', 'Канада']","['криминал', 'биография', 'комедия']",8.5,8.1,pg13,age18,"Фрэнк Эбегнейл успел поработать врачом, адвокатом и пилотом на пассажирской авиалинии – и все это до достижения полного совершеннолетия в 21 год. Мастер в обмане и жульничестве, он также обладал искусством подделки документов, что в конечном счете принесло ему миллионы долларов, которые он получил по фальшивым чекам.

Агент ФБР Карл Хэнрэтти отдал бы все, чтобы схватить Фрэнка и привлечь к ответственности за свои деяния, но Фрэнк всегда опережает его на шаг, заставляя продолжать погоню.",https://w4.kpfr.wiki/film/324/,https://www.kinopoisk.ru/film/324/,https://kinopoiskapiunofficial.tech/images/posters/kp/324.jpg
325,FILM,Крестный отец,1972.0,['США'],"['драма', 'криминал']",8.7,9.2,r,age18,"Криминальная сага, повествующая о нью-йоркской сицилийской мафиозной семье Корлеоне. Фильм охватывает период 1945-1955 годов.

Глава семьи, Дон Вито Корлеоне, выдаёт замуж свою дочь. В это время со Второй мировой войны возвращается его любимый сын Майкл. Майкл, герой войны, гордость семьи, не выражает желания заняться жестоким семейным бизнесом. Дон Корлеоне ведёт дела по старым правилам, но наступают иные времена, и появляются люди, желающие изменить сложившиеся порядки. На Дона Корлеоне совершается покушение.",https://w4.kpfr.wiki/film/325/,https://www.kinopoisk.ru/film/325/,https://kinopoiskapiunofficial.tech/images/posters/kp/325.jpg
326,FILM,Побег из Шоушенка,1994.0,['США'],['драма'],9.1,9.3,r,age18,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",https://w4.kpfr.wiki/film/326/,https://www.kinopoisk.ru/film/326/,https://kinopoiskapiunofficial.tech/images/posters/kp/326.jpg
327,FILM,Крестный отец 2,1974.0,['США'],"['драма', 'криминал']",8.5,9.0,r,age18,"Для дона Корлеоне и его сына не существует моральных преград на пути к достижению целей. Они превращают мафию, построенную по патриархальным сицилийским законам, в весьма прагматичную, жесткую корпорацию, плавно интегрируя её в большой бизнес Америки.",https://w4.kpfr.wiki/film/327/,https://www.kinopoisk.ru/film/327/,https://kinopoiskapiunofficial.tech/images/posters/kp/327.jpg
328,FILM,Властелин колец: Братство Кольца,2001.0,"['США', 'НоваяЗеландия']","['драма', 'приключения', 'боевик', 'фэнтези']",8.6,8.9,pg13,age12,"Сказания о Средиземье — это хроника Великой войны за Кольцо, длившейся не одну тысячу лет. Тот, кто владел Кольцом, получал неограниченную власть, но был обязан служить злу. 
Тихая деревня, где живут хоббиты. Придя на 111-й день рождения к своему старому другу Бильбо Бэггинсу, волшебник Гэндальф начинает вести разговор о кольце, которое Бильбо нашел много лет назад. Это кольцо принадлежало когда-то темному властителю Средиземья Саурону, и оно дает большую власть своему обладателю. Теперь Саурон хочет вернуть себе власть над Средиземьем. Бильбо отдает Кольцо племяннику Фродо, чтобы тот отнёс его к Роковой Горе и уничтожил.",https://w4.kpfr.wiki/film/328/,https://www.kinopoisk.ru/film/328/,https://kinopoiskapiunofficial.tech/images/posters/kp/328.jpg
329,FILM,Список Шиндлера,1993.0,['США'],"['драма', 'биография', 'военный', 'история']",8.8,9.0,r,age18,"Фильм рассказывает реальную историю загадочного Оскара Шиндлера, члена нацистской партии, преуспевающего фабриканта, спасшего во время Второй мировой войны почти 1200 евреев.",https://w4.kpfr.wiki/film/329/,https://www.kinopoisk.ru/film/329/,https://kinopoiskapiunofficial.tech/images/posters/kp/329.jpg
330,FILM,Касабланка,1942.0,['США'],"['драма', 'мелодрама']",8.0,8.5,pg,age12,"Оставивший родину американец Рик Блейн, владелец игорного клуба в Касабланке, встречается с покинувшей его несколько лет назад возлюбленной Ильзой, которая приехала в город вместе со своим мужем — борцом антифашистского сопротивления Виктором Лазло. По их следу идут немцы, и Ильза пытается упросить Рика отдать принадлежащие ему важные документы, которые позволят Виктору бежать из Касабланки и продолжить борьбу.",https://w4.kpfr.wiki/film/330/,https://www.kinopoisk.ru/film/330/,https://kinopoiskapiunofficial.tech/images/posters/kp/330.jpg
331,FILM,Гражданин Кейн,1941.0,['США'],['драма'],7.8,8.3,pg,age12,"В шикарном поместье умирает газетный магнат Чарльз Фостер Кейн, роняя лишь одно слово: «Роузбад». Смерть Кейна вызывает бурную реакцию в обществе, и группа журналистов берётся узнать, кем же он был на самом деле, что он пережил за свою долгую, полную взлётов и падений, жизнь... И что всё-таки значит «Роузбад»?",https://w4.kpfr.wiki/film/331/,https://www.kinopoisk.ru/film/331/,https://kinopoiskapiunofficial.tech/images/posters/kp/331.jpg
332,FILM,Семь самураев,1954.0,['Япония'],"['драма', 'боевик']",8.2,8.6,,age16,"Япония, XVI век. В стране полыхает гражданская война, повсюду орудуют банды разбойников и мародеров. Бедные крестьяне нанимают для защиты деревни семерых самураев, которые немного сплачивают раздробленных и малодушных селян в процессе подготовки и укрепления деревни.",https://w4.kpfr.wiki/film/332/,https://www.kinopoisk.ru/film/332/,https://kinopoiskapiunofficial.tech/images/posters/kp/332.jpg
333,FILM,Звёздные войны: Эпизод 4 — Новая надежда,1977.0,['США'],"['фантастика', 'приключения', 'боевик', 'фэнтези']",8.1,8.6,pg,age6,"Татуин. Планета-пустыня. Уже постаревший рыцарь Джедай Оби Ван Кеноби спасает молодого Люка Скайуокера, когда тот пытается отыскать пропавшего дроида. С этого момента Люк осознает свое истинное назначение: он один из рыцарей Джедай. В то время как гражданская война охватила галактику, а войска повстанцев ведут бои против сил злого Императора, к Люку и Оби Вану присоединяется отчаянный пилот-наемник Хан Соло, и в сопровождении двух дроидов, R2D2 и C-3PO, этот необычный отряд отправляется на поиски предводителя повстанцев – принцессы Леи. Героям предстоит отчаянная схватка с устрашающим Дартом Вейдером – правой рукой Императора и его секретным оружием – «Звездой Смерти».",https://w4.kpfr.wiki/film/333/,https://www.kinopoisk.ru/film/333/,https://kinopoiskapiunofficial.tech/images/posters/kp/333.jpg
334,FILM,"Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу",1963.0,"['США', 'Великобритания']","['триллер', 'фантастика', 'комедия']",8.0,8.4,pg,age12,"Одержимый мыслью, что коммунисты намереваются украсть у американцев их «бесценные телесные соки», командир военно-воздушной базы генерал Джек Д. Риппер посылает эскадрилью бомбардировщиков с ядерным оружием бомбить СССР. Президент США Маффли пытается спасти положение — он собирает своих советников, включая доблестного генерала Тергидсона и прикованного к инвалидной коляске бывшего нацистского ученого доктора Стрейнджлава.",https://w4.kpfr.wiki/film/334/,https://www.kinopoisk.ru/film/334/,https://kinopoiskapiunofficial.tech/images/posters/kp/334.jpg
335,FILM,Мементо,2000.0,['США'],"['триллер', 'драма', 'криминал', 'детектив']",7.9,8.4,r,age18,"Леонард Шелби изысканно и дорого одет, ездит на новеньком «Ягуаре», но останавливается в дешевых мотелях. Он всеми силами пытается найти убийцу жены. Его проблема — редкая форма амнезии, потеря короткой памяти — помня все до убийства, он не помнит, что было 15 минут назад.",https://w4.kpfr.wiki/film/335/,https://www.kinopoisk.ru/film/335/,https://kinopoiskapiunofficial.tech/images/posters/kp/335.jpg
336,FILM,Пролетая над гнездом кукушки,1975.0,['США'],['драма'],8.5,8.7,r,age18,"Рэндла Патрика Макмёрфи, патологического преступника и бунтаря, переводят из колонии в психиатрическую клинику, чтобы установить, является он душевнобольным или нет. В клинике он обнаруживает, что отделение контролирует хладнокровная, строгая и одержимая распорядком старшая медсестра Милдред Рэтчед. Макмёрфи намерен не подчиняться абсурдным, на его взгляд, правилам и одновременно повеселиться от души. Его бунтарская натура заражает других пациентов, но сестра Рэтчед решительно настроена пресечь это.",https://w4.kpfr.wiki/film/336/,https://www.kinopoisk.ru/film/336/,https://kinopoiskapiunofficial.tech/images/posters/kp/336.jpg
337,FILM,Окно во двор,1954.0,['США'],"['триллер', 'детектив']",8.0,8.5,pg,age12,"Прикованный из-за сломанной ноги к инвалидному креслу фоторепортер от скуки подглядывает за соседями, живущими в его же доме, чьи окна выходят во внутренний двор. Постоянные наблюдения наталкивают его на мысль, что один из соседей ведет себя подозрительно. ",https://w4.kpfr.wiki/film/337/,https://www.kinopoisk.ru/film/337/,https://kinopoiskapiunofficial.tech/images/posters/kp/337.jpg
338,FILM,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,1980.0,['США'],"['фантастика', 'приключения', 'боевик', 'фэнтези']",8.1,8.7,pg,age12,"Борьба за Галактику обостряется в пятом эпизоде космической саги. Войска Императора начинают массированную атаку на повстанцев и их союзников.

Хан Соло и принцесса Лейя укрываются в Заоблачном Городе, в котором их и захватывает Дарт Вейдер, в то время как Люк Скайуокер находится на таинственной планете джунглей Дагоба.

Там Мастер - джедай Йода обучает молодого рыцаря навыкам обретения Силы. Люк даже не предполагает, как скоро ему придется воспользоваться знаниями старого Мастера: впереди битва с превосходящими силами Императора и смертельный поединок с Дартом Вейдером.",https://w4.kpfr.wiki/film/338/,https://www.kinopoisk.ru/film/338/,https://kinopoiskapiunofficial.tech/images/posters/kp/338.jpg
339,FILM,Индиана Джонс: В поисках утраченного ковчега,1981.0,['США'],"['приключения', 'боевик', 'комедия']",8.0,8.4,pg,age12,"Известный археолог и специалист по оккультным наукам доктор Джонс получает опасное задание от правительства США. Он должен отправиться на поиски уникальной реликвии — священного Ковчега. Но Индиана и не подозревает, что аналогичный приказ уже получили тайные агенты Адольфа Гитлера.",https://w4.kpfr.wiki/film/339/,https://www.kinopoisk.ru/film/339/,https://kinopoiskapiunofficial.tech/images/posters/kp/339.jpg
